date,product,region,opening_cash,collections,payments,operating_cash_flow,capex,investments,investing_cash_flow,loans,dividends,financing_cash_flow,net_cash_flow,closing_cash
2025-06-28,Product_1,East,14436933,224811,190697,34114,-6789,-580,-7369,17606,-5872,11734,38479,14475412
2025-06-29,Product_8,West,14475412,97357,98262,-905,-16317,5875,-10442,1534,-9350,-7816,-19163,14456249
2025-06-29,Product_10,North,14456249,218761,129103,89658,-25732,774,-24958,17412,-5873,11539,76239,14532488
2025-06-30,Product_5,West,14532488,157924,71319,86605,-11475,-1842,-13317,-5272,-8283,-13555,59733,14592221
2025-06-30,Product_7,East,14592221,249771,90615,159156,-18746,921,-17825,2745,-1245,1500,142831,14735052
2025-06-30,Product_1,West,14735052,235925,87632,148293,-17856,4125,-13731,48049,-9030,39019,173581,14908633
2025-07-01,Product_10,West,14908633,135654,115381,20273,-20082,-5352,-25434,-19636,-1800,-21436,-26597,14882036
2025-07-01,Product_7,North,14882036,87436,146713,-59277,-31754,7426,-24328,4544,-179,4365,-79240,14802796
2025-07-02,Product_9,East,14802796,206839,173759,33080,-22157,-7203,-29360,49996,-352,49644,53364,14856160
2025-07-02,Product_4,East,14856160,150880,64507,86373,-42598,-8780,-51378,-3135,-4287,-7422,27573,14883733
2025-07-03,Product_3,East,14883733,215549,122222,93327,-11533,-3373,-14906,3396,-865,2531,80952,14964685
2025-07-03,Product_6,South,14964685,249169,93371,155798,-43524,-8746,-52270,-15982,-5192,-21174,82354,15047039
2025-07-03,Product_5,West,15047039,149306,65829,83477,-39381,-6853,-46234,-1737,-5372,-7109,30134,15077173
2025-07-04,Product_3,East,15077173,80148,192826,-112678,-31745,-12622,-44367,35833,-3756,32077,-124968,14952205
2025-07-05,Product_8,South,14952205,158315,91075,67240,-35697,5500,-30197,34544,-9795,24749,61792,15013997
2025-07-05,Product_4,South,15013997,222744,71009,151735,-24544,2960,-21584,9381,-8903,478,130629,15144626
2025-07-05,Product_3,East,15144626,148184,147228,956,-12407,-2746,-15153,32726,-5827,26899,12702,15157328
2025-07-05,Product_9,North,15157328,122503,117893,4610,-20321,-7354,-27675,2117,-9904,-7787,-30852,15126476
2025-07-06,Product_3,South,15126476,220548,142806,77742,-26702,-1358,-28060,49918,-1785,48133,97815,15224291
2025-07-07,Product_8,South,15224291,208022,190156,17866,-21679,-9755,-31434,33450,-324,33126,19558,15243849
2025-07-07,Product_9,North,15243849,172403,159290,13113,-24502,-19240,-43742,4142,-9228,-5086,-35715,15208134
2025-07-07,Product_10,South,15208134,112535,106300,6235,-21105,-12061,-33166,22029,-3081,18948,-7983,15200151
2025-07-08,Product_9,East,15200151,164853,174614,-9761,-30017,-6472,-36489,-6687,-1559,-8246,-54496,15145655
2025-07-09,Product_7,West,15145655,129777,176378,-46601,-20524,-6715,-27239,-9027,-8282,-17309,-91149,15054506
2025-07-09,Product_7,East,15054506,215374,64611,150763,-14372,4312,-10060,-5920,-4490,-10410,130293,15184799
2025-07-10,Product_1,West,15184799,159415,154348,5067,-45200,4714,-40486,-1110,-4725,-5835,-41254,15143545
2025-07-10,Product_6,North,15143545,191573,73092,118481,-35382,-12998,-48380,5457,-6131,-674,69427,15212972
2025-07-11,Product_10,North,15212972,248161,112137,136024,-5559,-19287,-24846,17361,-3988,13373,124551,15337523
2025-07-11,Product_1,North,15337523,243616,60037,183579,-48032,-7303,-55335,21420,-9632,11788,140032,15477555
2025-07-12,Product_9,South,15477555,169520,65167,104353,-5432,-15849,-21281,30903,-4997,25906,108978,15586533
2025-07-13,Product_1,North,15586533,145792,93439,52353,-38257,-13111,-51368,24674,-2096,22578,23563,15610096
2025-07-14,Product_2,South,15610096,114743,139803,-25060,-14581,-15485,-30066,2076,-9776,-7700,-62826,15547270
2025-07-14,Product_4,South,15547270,224938,164504,60434,-37305,9635,-27670,12813,-1193,11620,44384,15591654
2025-07-14,Product_1,West,15591654,233738,177907,55831,-13983,-19364,-33347,-16225,-2421,-18646,3838,15595492
2025-07-15,Product_2,North,15595492,91351,175400,-84049,-43091,2416,-40675,49180,-7773,41407,-83317,15512175
2025-07-15,Product_3,East,15512175,223573,172713,50860,-7108,9369,2261,16382,-9434,6948,60069,15572244
2025-07-15,Product_9,East,15572244,223074,145820,77254,-20700,-6231,-26931,42543,-7939,34604,84927,15657171
2025-07-15,Product_4,East,15657171,145226,105167,40059,-17243,7939,-9304,41365,-1845,39520,70275,15727446
2025-07-16,Product_1,North,15727446,128458,116221,12237,-47856,-18491,-66347,14346,-879,13467,-40643,15686803
2025-07-16,Product_3,East,15686803,237220,91533,145687,-47608,4098,-43510,-18641,-4431,-23072,79105,15765908
2025-07-16,Product_5,South,15765908,100344,178499,-78155,-9242,601,-8641,-884,-7833,-8717,-95513,15670395
2025-07-17,Product_7,South,15670395,110782,171095,-60313,-23880,-16501,-40381,24458,-9636,14822,-85872,15584523
2025-07-17,Product_2,North,15584523,245029,156188,88841,-35344,2988,-32356,27482,-1025,26457,82942,15667465
2025-07-18,Product_8,East,15667465,188880,160326,28554,-20831,2722,-18109,125,-1298,-1173,9272,15676737
2025-07-18,Product_7,North,15676737,246866,119372,127494,-44477,1095,-43382,18737,-2620,16117,100229,15776966
2025-07-19,Product_2,South,15776966,246129,113024,133105,-14677,-8657,-23334,4074,-1440,2634,112405,15889371
2025-07-19,Product_7,West,15889371,128926,72975,55951,-14341,8141,-6200,6548,-2666,3882,53633,15943004
2025-07-19,Product_3,North,15943004,141562,100409,41153,-23565,-10166,-33731,-19160,-5899,-25059,-17637,15925367
2025-07-20,Product_6,South,15925367,209789,167460,42329,-48242,-10813,-59055,-15689,-7736,-23425,-40151,15885216
2025-07-20,Product_1,East,15885216,86083,142476,-56393,-31880,-17420,-49300,37395,-9553,27842,-77851,15807365
2025-07-20,Product_4,East,15807365,225707,191743,33964,-38545,1311,-37234,6855,-3022,3833,563,15807928
2025-07-21,Product_4,South,15807928,94260,61074,33186,-47676,-10525,-58201,-4880,-6763,-11643,-36658,15771270
2025-07-22,Product_10,East,15771270,135479,190833,-55354,-7176,-1278,-8454,41918,-4608,37310,-26498,15744772
2025-07-22,Product_3,East,15744772,137124,197682,-60558,-48292,-3016,-51308,27993,-4483,23510,-88356,15656416
2025-07-22,Product_1,South,15656416,118897,111616,7281,-48183,-15518,-63701,19574,-8643,10931,-45489,15610927
2025-07-23,Product_5,East,15610927,223572,121480,102092,-10241,3778,-6463,2821,-4695,-1874,93755,15704682
2025-07-24,Product_9,North,15704682,94318,110934,-16616,-27331,2978,-24353,32672,-9971,22701,-18268,15686414
2025-07-24,Product_6,East,15686414,165677,162320,3357,-7837,6957,-880,20077,-4239,15838,18315,15704729
2025-07-24,Product_1,North,15704729,109669,108624,1045,-14611,-15850,-30461,-8891,-1446,-10337,-39753,15664976
2025-07-25,Product_1,North,15664976,225093,96943,128150,-42848,-4529,-47377,30016,-6860,23156,103929,15768905
2025-07-26,Product_10,West,15768905,118985,192574,-73589,-39178,-16230,-55408,22865,-4659,18206,-110791,15658114
2025-07-26,Product_2,North,15658114,132635,80946,51689,-5598,5567,-31,23744,-3041,20703,72361,15730475
2025-07-26,Product_1,West,15730475,103671,117813,-14142,-36212,-10084,-46296,-13194,-6429,-19623,-80061,15650414
2025-07-26,Product_2,West,15650414,209335,99220,110115,-22158,-4544,-26702,7588,-6107,1481,84894,15735308
2025-07-27,Product_8,East,15735308,215091,72419,142672,-38697,-604,-39301,-12027,-9697,-21724,81647,15816955
2025-07-28,Product_10,North,15816955,164739,122502,42237,-36285,3039,-33246,46720,-8480,38240,47231,15864186
2025-07-28,Product_8,West,15864186,96911,60916,35995,-8574,-16681,-25255,-2210,-1241,-3451,7289,15871475
2025-07-29,Product_2,South,15871475,129950,176211,-46261,-42696,-3895,-46591,48226,-4091,44135,-48717,15822758
2025-07-29,Product_3,South,15822758,126728,115401,11327,-5690,5103,-587,14263,-892,13371,24111,15846869
2025-07-29,Product_3,South,15846869,117271,137256,-19985,-5897,-2906,-8803,3572,-5778,-2206,-30994,15815875
2025-07-30,Product_6,East,15815875,116948,87007,29941,-40283,5671,-34612,2024,-6616,-4592,-9263,15806612
2025-07-31,Product_2,East,15806612,229229,145481,83748,-41584,3017,-38567,-18244,-2373,-20617,24564,15831176
2025-08-01,Product_9,South,15831176,158210,195607,-37397,-46936,-2882,-49818,39812,-632,39180,-48035,15783141
2025-08-02,Product_4,South,15783141,163583,70207,93376,-10591,7757,-2834,-3774,-3872,-7646,82896,15866037
2025-08-03,Product_7,North,15866037,123351,166311,-42960,-14784,-15739,-30523,15157,-3553,11604,-61879,15804158
2025-08-03,Product_3,West,15804158,91219,69399,21820,-38312,7657,-30655,47,-2239,-2192,-11027,15793131
2025-08-03,Product_4,East,15793131,217852,87050,130802,-13015,-16870,-29885,33010,-2708,30302,131219,15924350
2025-08-04,Product_9,North,15924350,216986,97136,119850,-16179,472,-15707,-7924,-9223,-17147,86996,16011346
2025-08-04,Product_2,North,16011346,130298,114304,15994,-18824,-15701,-34525,-11882,-8634,-20516,-39047,15972299
2025-08-05,Product_2,North,15972299,95185,110613,-15428,-49476,-18841,-68317,-19614,-7192,-26806,-110551,15861748
2025-08-05,Product_10,North,15861748,122678,121394,1284,-8409,-2927,-11336,36414,-5664,30750,20698,15882446
2025-08-05,Product_2,North,15882446,195640,164446,31194,-43735,9166,-34569,-7891,-2484,-10375,-13750,15868696
2025-08-05,Product_9,West,15868696,213669,129519,84150,-44452,-9617,-54069,-2960,-7743,-10703,19378,15888074
2025-08-06,Product_9,North,15888074,124871,86372,38499,-44080,-12062,-56142,22722,-6176,16546,-1097,15886977
2025-08-06,Product_9,South,15886977,220849,114711,106138,-41331,7016,-34315,968,-4817,-3849,67974,15954951
2025-08-06,Product_2,North,15954951,159459,110192,49267,-32703,-1343,-34046,49165,-2114,47051,62272,16017223
2025-08-07,Product_3,East,16017223,177885,160588,17297,-42820,3446,-39374,31672,-4648,27024,4947,16022170
2025-08-08,Product_7,West,16022170,95588,124373,-28785,-25067,-13296,-38363,20136,-1971,18165,-48983,15973187
2025-08-08,Product_2,West,15973187,186359,178906,7453,-19677,7818,-11859,-18132,-1671,-19803,-24209,15948978
2025-08-09,Product_1,North,15948978,223115,131939,91176,-20732,2476,-18256,-1474,-9340,-10814,62106,16011084
2025-08-09,Product_9,East,16011084,178557,195174,-16617,-41310,-841,-42151,45092,-6212,38880,-19888,15991196
2025-08-09,Product_1,South,15991196,210632,137061,73571,-33760,2418,-31342,24239,-8457,15782,58011,16049207
2025-08-10,Product_5,East,16049207,146540,163021,-16481,-8271,-7286,-15557,-19791,-9079,-28870,-60908,15988299
2025-08-10,Product_4,South,15988299,99977,169920,-69943,-39052,-16852,-55904,-14393,-3202,-17595,-143442,15844857
2025-08-10,Product_3,East,15844857,229666,67399,162267,-30117,-19642,-49759,13617,-7498,6119,118627,15963484
2025-08-10,Product_1,West,15963484,191077,110624,80453,-14628,-19671,-34299,18619,-7032,11587,57741,16021225
2025-08-11,Product_3,East,16021225,201123,146158,54965,-33584,-4918,-38502,-15278,-1388,-16666,-203,16021022
2025-08-11,Product_10,West,16021022,84576,159404,-74828,-46632,-11292,-57924,10285,-7770,2515,-130237,15890785
2025-08-11,Product_7,South,15890785,94439,178211,-83772,-49518,2515,-47003,6962,-4782,2180,-128595,15762190
2025-08-12,Product_4,South,15762190,190290,170814,19476,-24464,-10732,-35196,13270,-9531,3739,-11981,15750209
2025-08-12,Product_6,South,15750209,209188,89765,119423,-28769,2465,-26304,156,-3916,-3760,89359,15839568
2025-08-13,Product_2,West,15839568,247207,133631,113576,-42909,-16049,-58958,1468,-1573,-105,54513,15894081
2025-08-13,Product_7,East,15894081,148304,163606,-15302,-38979,5351,-33628,35107,-1160,33947,-14983,15879098
2025-08-13,Product_10,South,15879098,221918,164180,57738,-24924,-7111,-32035,-6118,-4635,-10753,14950,15894048
2025-08-14,Product_8,West,15894048,94123,105278,-11155,-37375,4754,-32621,31999,-1960,30039,-13737,15880311
2025-08-14,Product_2,North,15880311,81212,180385,-99173,-14001,-6752,-20753,16427,-5283,11144,-108782,15771529
2025-08-14,Product_9,East,15771529,90715,118784,-28069,-39108,6797,-32311,27573,-5137,22436,-37944,15733585
2025-08-14,Product_6,South,15733585,209651,93359,116292,-5526,-12145,-17671,23463,-1292,22171,120792,15854377
2025-08-15,Product_9,East,15854377,105104,68625,36479,-44199,2421,-41778,-4074,-9996,-14070,-19369,15835008
2025-08-15,Product_7,South,15835008,113205,169084,-55879,-34717,-2784,-37501,5135,-8953,-3818,-97198,15737810
2025-08-15,Product_3,East,15737810,100169,81604,18565,-29134,-3699,-32833,-19316,-4233,-23549,-37817,15699993
2025-08-16,Product_6,West,15699993,194915,177419,17496,-46787,-3186,-49973,-14218,-1234,-15452,-47929,15652064
2025-08-16,Product_6,North,15652064,243068,89204,153864,-22152,2418,-19734,-311,-1538,-1849,132281,15784345
2025-08-17,Product_4,North,15784345,186565,98712,87853,-44894,-3136,-48030,18031,-4094,13937,53760,15838105
2025-08-17,Product_8,North,15838105,173608,95561,78047,-7892,-18802,-26694,4395,-2372,2023,53376,15891481
2025-08-17,Product_5,East,15891481,245723,126333,119390,-13209,-11765,-24974,29306,-4962,24344,118760,16010241
2025-08-18,Product_9,East,16010241,85947,187192,-101245,-33702,-18108,-51810,9754,-9089,665,-152390,15857851
2025-08-18,Product_1,East,15857851,224490,195905,28585,-14894,-4058,-18952,21833,-565,21268,30901,15888752
2025-08-19,Product_3,South,15888752,155851,72834,83017,-7314,-15588,-22902,-16117,-8216,-24333,35782,15924534
2025-08-20,Product_4,South,15924534,153438,171491,-18053,-22573,3540,-19033,36494,-6884,29610,-7476,15917058
2025-08-20,Product_6,South,15917058,134672,121821,12851,-23125,-16312,-39437,34796,-9089,25707,-879,15916179
2025-08-20,Product_8,East,15916179,247807,132959,114848,-44218,-7787,-52005,8460,-9891,-1431,61412,15977591
2025-08-20,Product_9,South,15977591,111017,152038,-41021,-35990,-485,-36475,9991,-7634,2357,-75139,15902452
2025-08-21,Product_5,South,15902452,113001,61391,51610,-48852,-10553,-59405,7114,-889,6225,-1570,15900882
2025-08-21,Product_10,North,15900882,122679,60427,62252,-36416,-19269,-55685,-19201,-6507,-25708,-19141,15881741
2025-08-21,Product_10,South,15881741,94481,85411,9070,-36358,-12376,-48734,-5039,-5383,-10422,-50086,15831655
2025-08-22,Product_7,North,15831655,247207,146928,100279,-18262,-14771,-33033,3772,-2415,1357,68603,15900258
2025-08-22,Product_4,South,15900258,103555,152152,-48597,-24333,-15739,-40072,49002,-3088,45914,-42755,15857503
2025-08-22,Product_8,West,15857503,152908,129109,23799,-7978,-9361,-17339,-10578,-7313,-17891,-11431,15846072
2025-08-22,Product_5,West,15846072,210288,189000,21288,-34430,8834,-25596,4435,-5292,-857,-5165,15840907
2025-08-23,Product_3,West,15840907,165350,74716,90634,-32528,-18005,-50533,2414,-3891,-1477,38624,15879531
2025-08-23,Product_3,South,15879531,209632,134034,75598,-47322,-17898,-65220,-11476,-8107,-19583,-9205,15870326
2025-08-24,Product_3,North,15870326,104399,183182,-78783,-25714,-12137,-37851,15877,-2186,13691,-102943,15767383
2025-08-25,Product_1,East,15767383,200832,146576,54256,-18407,5288,-13119,25468,-537,24931,66068,15833451
2025-08-25,Product_7,North,15833451,172508,106835,65673,-47464,-5850,-53314,2923,-1374,1549,13908,15847359
2025-08-25,Product_6,West,15847359,190454,181906,8548,-37848,-17917,-55765,26146,-1690,24456,-22761,15824598
2025-08-26,Product_8,North,15824598,183565,165156,18409,-39262,2124,-37138,5595,-8055,-2460,-21189,15803409
2025-08-27,Product_6,North,15803409,88630,167461,-78831,-16982,-11345,-28327,44791,-2198,42593,-64565,15738844
2025-08-27,Product_10,South,15738844,140520,64008,76512,-49464,-10896,-60360,-19504,-1463,-20967,-4815,15734029
2025-08-27,Product_10,East,15734029,89884,176481,-86597,-7723,-2958,-10681,-15239,-7630,-22869,-120147,15613882
2025-08-28,Product_8,South,15613882,236290,162654,73636,-37975,7073,-30902,49726,-1883,47843,90577,15704459
2025-08-28,Product_7,South,15704459,154489,68381,86108,-28238,-6205,-34443,42999,-755,42244,93909,15798368
2025-08-28,Product_7,West,15798368,122623,170724,-48101,-25534,-15940,-41474,9181,-4765,4416,-85159,15713209
2025-08-29,Product_10,East,15713209,163609,161490,2119,-10789,8930,-1859,-2471,-4394,-6865,-6605,15706604
2025-08-30,Product_1,North,15706604,177780,60296,117484,-7409,7212,-197,36782,-1461,35321,152608,15859212
2025-08-30,Product_5,North,15859212,119322,111667,7655,-33991,-2199,-36190,31468,-7358,24110,-4425,15854787
2025-08-30,Product_3,North,15854787,142901,143038,-137,-30128,-12363,-42491,-19340,-8907,-28247,-70875,15783912
2025-08-31,Product_2,South,15783912,197217,129506,67711,-8407,6034,-2373,7843,-9046,-1203,64135,15848047
2025-08-31,Product_9,South,15848047,183064,186417,-3353,-35346,2748,-32598,33526,-7607,25919,-10032,15838015
2025-08-31,Product_4,West,15838015,223635,181943,41692,-38690,-7071,-45761,-5075,-4867,-9942,-14011,15824004
2025-09-01,Product_4,East,15824004,216427,106069,110358,-33799,-17450,-51249,34471,-6686,27785,86894,15910898
2025-09-02,Product_10,West,15910898,167273,83241,84032,-32414,-1950,-34364,895,-6172,-5277,44391,15955289
2025-09-02,Product_9,West,15955289,198642,125453,73189,-27689,7475,-20214,-11748,-7238,-18986,33989,15989278
2025-09-03,Product_2,East,15989278,192105,108888,83217,-46432,-2658,-49090,-19507,-7042,-26549,7578,15996856
2025-09-03,Product_2,West,15996856,109550,194042,-84492,-37779,9958,-27821,29177,-1806,27371,-84942,15911914
2025-09-04,Product_1,South,15911914,108900,74126,34774,-10154,2208,-7946,27994,-1525,26469,53297,15965211
2025-09-04,Product_9,East,15965211,136344,106648,29696,-6055,-9954,-16009,24876,-3675,21201,34888,16000099
2025-09-04,Product_1,East,16000099,118725,196327,-77602,-14411,612,-13799,33333,-9691,23642,-67759,15932340
2025-09-05,Product_7,West,15932340,245043,144730,100313,-24476,-16956,-41432,49050,-9990,39060,97941,16030281
2025-09-05,Product_1,West,16030281,194832,198579,-3747,-9857,-7882,-17739,30529,-3146,27383,5897,16036178
2025-09-05,Product_2,North,16036178,171713,164060,7653,-9414,-2506,-11920,42137,-3937,38200,33933,16070111
2025-09-06,Product_10,East,16070111,228572,174360,54212,-6750,7152,402,-15973,-5745,-21718,32896,16103007
2025-09-06,Product_4,North,16103007,187983,88451,99532,-33207,-14062,-47269,41536,-3397,38139,90402,16193409
2025-09-06,Product_10,West,16193409,203971,163157,40814,-23325,-16852,-40177,-10564,-1285,-11849,-11212,16182197
2025-09-06,Product_10,East,16182197,212915,110812,102103,-21059,733,-20326,20768,-9011,11757,93534,16275731
2025-09-07,Product_10,South,16275731,183235,105510,77725,-27409,-6574,-33983,-17119,-2865,-19984,23758,16299489
2025-09-07,Product_10,West,16299489,219728,65741,153987,-21661,8690,-12971,12833,-4262,8571,149587,16449076
2025-09-07,Product_9,West,16449076,186898,137711,49187,-17696,-13745,-31441,20209,-4692,15517,33263,16482339
2025-09-08,Product_7,North,16482339,199107,199032,75,-27462,7615,-19847,-2179,-8620,-10799,-30571,16451768
2025-09-08,Product_10,North,16451768,233187,178066,55121,-29968,2731,-27237,20644,-8533,12111,39995,16491763
2025-09-08,Product_5,East,16491763,110531,74588,35943,-17380,-10123,-27503,-2182,-5327,-7509,931,16492694
